ID,title,coords,IDImagenVitrina
11434300,14343,"301, 1015, 30",6011001
11436900,14369,"722, 1076, 65",6010003
24369100,14369,"295, 1065, 65",6010004
11437100,14371,"397, 981, 10- 414, 981, 10- 433, 981, 10- 450, 981, 10- 467, 981, 10- 485, 981, 10- 504, 981, 10- 522, 981, 10- 541, 981, 10",6011001
11437300,14373,"621, 683, 20",6010002
11437500,14375,,6011001
11437600,14376,"312, 650, 30- 312, 687, 30",6010001
11438900,14389,"82, 1105, 40",6009003
11439800,14398,"735, 1037, 30- 748, 1092, 30",6007002
11440000,14400,"691, 973, 25- 685, 1026, 43- 711, 1080, 20",6008004
11440500,14405,,
11441100,14411,"79,1123, 30",6011003
11441200,14412,"557, 1100, 20",6011002
11441300,14413,"391, 1097, 10- 410, 1097 10- 429, 1097, 10- 446, 1097, 10",6011002
11441500,14415,"557, 1100, 20",6011002
11441700,14417,"679, 861, 20",6009001
24417100,14417,"285, 864, 20",6009002
11442500,14425,"408, 1027, 10- 424, 1027, 10- 441, 1027, 10- 458, 1027, 10- 473, 1027, 10",6011001
11442600,14426,"415, 1005, 10- 433, 1005, 10- 451, 1005, 10- 468, 1005, 10- 485, 1005, 10- 504, 1005, 10- 522, 1005, 10- 541, 1005, 10- 559, 1005, 10",6011001
11443900,14439,"79,1123, 30",6011003
11466600,14666,"580, 1108, 40",6006004
11466700,14667,"644, 325, 20",6009003
11466800,14668,"167, 672, 20",6007001
11466900,14669,"76, 504, 20",6007003
11478600,14786,"770, 1061, 50",6006001
24786100,14786,"296, 1023, 40- 295, 1090, 30",6006002
11479000,14790,"591, 177, 20",6009003
11479100,14791,"509, 256, 20",6009003
11479200,14792,"724, 166, 20",6009003
11479500,14795,,
11479700,14797,"462, 1044, 20- 492, 1038, 20- 535, 1037, 30- 556, 1059, 20",6011004
11486200,14862,"257, 369, 30",6009003
11486500,14865,"662, 1087, 30- 701, 1087, 30",6007001
24865100,14865,"205, 1087, 30- 244, 1087, 30",6007002
11620500,16205,"336, 920, 50",6006003
24289200,14289a,"604, 623, 20",6010002
24289300,14289b,"549, 633, 20",6010002
24315100,14315-1,"492, 1014, 30- 498, 1065, 30- 498, 1104, 20",6011002
24315400,14315-4,"492, 1014, 30- 498, 1065, 30- 498, 1104, 20",6011002
24330100,14330a,"228, 1096, 30",6011003
24330200,14330b,"228, 1096, 30",6011003
24342100,14342a,"320, 1096, 20- 348, 1088, 20",6011003
24342200,14342b,"280, 1127, 20",6011003
24375100,14375-A,"530, 1028, 10- 549, 1029, 10- 568, 1025, 10",6011001
24375200,14375-B,"530, 1028, 10- 549, 1029, 10- 568, 1025, 10",6011001
24414100,14414-1,"391, 1097, 10- 410, 1097 10- 429, 1097, 10- 446, 1097, 10",6011002
24414200,14414-2,"367, 1074, 10- 385, 1074, 10- 405, 1074, 10- 426, 1074, 10- 443, 1074, 10- 453, 1074, 10",6011002
24414300,14414-3,"391, 1097, 10- 410, 1097 10- 429, 1097, 10- 446, 1097, 10",6011002
24414400,14414-4,"492, 1014, 30- 498, 1065, 30- 498, 1104, 20",6011002
24418100,14418-1,"68, 893, 15",6010003
24418200,14418-2,"253, 943, 15",6010003
24419100,14419-1,"395, 1120, 10- 413, 1120, 10- 431, 1120, 10- 449, 1120, 10- 464, 1120, 10",6011002
24419200,14419-2,"391, 1097, 10- 410, 1097 10- 429, 1097, 10- 446, 1097, 10",6011002
24419300,14419-3,"367, 1074, 10- 385, 1074, 10- 405, 1074, 10- 426, 1074, 10- 443, 1074, 10- 453, 1074, 10",6011002
24419400,14419-4,"367, 1074, 10- 385, 1074, 10- 405, 1074, 10- 426, 1074, 10- 443, 1074, 10- 453, 1074, 10",6011002
24419500,14419-5,"367, 1074, 10- 385, 1074, 10- 405, 1074, 10- 426, 1074, 10- 443, 1074, 10- 453, 1074, 10",6011002
24421100,14421-1,"233, 898, 15",6010003
24421200,14421-2,"395, 1120, 10- 413, 1120, 10- 431, 1120, 10- 449, 1120, 10- 464, 1120, 10",6011002
24421300,14421-3,"228, 966, 15",6010003
24422100,14422-1,"53, 985, 15",6010003
24422200,14422-2,"273, 915, 15",6010003
24423100,14423-1,"395, 1120, 10- 413, 1120, 10- 431, 1120, 10- 449, 1120, 10- 464, 1120, 10",6011002
24423200,14423-2,"395, 1120, 10- 413, 1120, 10- 431, 1120, 10- 449, 1120, 10- 464, 1120, 10",6011002
24423300,14423-3,"367, 1074, 10- 385, 1074, 10- 405, 1074, 10- 426, 1074, 10- 443, 1074, 10- 453, 1074, 10",6011002
24423400,14423-4,"367, 1074, 10- 385, 1074, 10- 405, 1074, 10- 426, 1074, 10- 443, 1074, 10- 453, 1074, 10",6011002
24423500,14423-5,"395, 1120, 10- 413, 1120, 10- 431, 1120, 10- 449, 1120, 10- 464, 1120, 10",6011002
24787100,14787-1,"259, 1114, 40",6009003
24787200,14787-2,"299, 711, 20",6007001
24789100,14789-1,"603, 1114, 40",6009003
24789200,14789-2,"259, 1114, 40",6009003
24796100,14796-1,"234, 1070, 20",6009001
24796200,14796-2,"370, 1077, 40",6009001
24798200,14798-2,"550, 531, 20",6010001
157982100,14798-2,"189, 519, 20",6010002
24849100,14849-1,"514, 1118, 40",6009003
24849200,14849-2,"768, 965, 20",6009001
158492100,14849-2,"375, 968, 20",6009002
14295200,4295B,"492, 1014, 30- 498, 1065, 30- 498, 1104, 20",6011002
17312700,73-127,"631, 114, 30- 631, 168, 40",6006003
83127100,73-127,"139, 119, 30- 139, 173, 40",6006004
17312800,73-128,"456, 966, 30",6006004
17313300,73-133,"495, 1048, 30- 495, 1096, 30",6007002
17313600,73-136,"485, 550, 20",6009003
17314200,73-142,"576, 1075, 50",6007002
17314600,73-146,"494, 875, 20- 502, 893, 10- 512, 911, 10- 518, 928, 10- 527, 943, 10- 535, 960, 10",6007002
17314700,73-147,"566, 896, 10- 587, 896, 10- 608, 896, 10- 630, 896, 10- 650, 896, 10- 672, 896, 10- 694, 896, 10",6007002
17314800,73-148,"677, 1000, 50",6007001
83148100,73-148,"181, 1019, 30- 220, 1019, 30- 255, 1019, 30",6007002
17314900,73-149,"725, 929, 20",6009001
83149100,73-149,"332, 932, 20",6009002
17315000,73-150,"768, 924, 20",6009001
83150100,73-150,"375, 927, 20",6009002
17315100,73-151,"406, 608, 10",6009002
17315200,73-152,"784, 603, 10",6009001
83152100,73-152,"382, 601, 10",6009002
17315300,73-153,"781, 819, 20",6009001
83153100,73-153,"388, 817, 20",6009002
17315400,73-154,"729, 862, 20",6009001
83154100,73-154,"335, 865, 20",6009002
17315600,73-156,"779, 883, 20",6009001
83156100,73-156,"385, 886, 20",6009002
17316400,73-164,"735, 1037, 30- 748, 1092, 30",6007002
17316400,73-164,"576, 1075, 50",6007002
17317300,73-173,"696, 1112, 40",6009003
17317400,73-174,"603, 1114, 40",6009003
10738400,73-84,"624, 321, 50",6011002
17413100,74-13,"107, 977, 15",6010003
17669100,76-691,"497, 451, 20",6009003
10081100,81-1,"616, 728, 60",6010004
10081300,81-3,"472, 1043, 75",6010004
10081400,81-4,"706, 147, 50",6011002
10081500,81-5,"690, 738, 60",6010003
10815100,81-5,"304, 727, 60",6010004
10083100,83-1,"496, 451, 40",6009002
10083200,83-2,,
10083600,83-6,"682, 939, 20",6009001
10836100,83-6,"288, 942, 20",6009002
10083700,83-7,"290, 677, 20",6007003
10838100,83-8a,"653, 1037, 30- 662, 1093, 30",6007002
10838200,83-8b,"653, 1037, 30- 662, 1093, 30",6007002
10838300,83-8c,"653, 1037, 30- 662, 1093, 30",6007002
10838400,83-8d,"653, 1037, 30- 662, 1093, 30",6007002
10838500,83-8e,"653, 1037, 30- 662, 1093, 30",6007002
10083900,83-9,"576, 1075, 50",6007002
19351100,9351A,"583, 1122, 30",6008003
103511100,9351A,"186, 1113, 30",6008004
10118400,A-1-84,"518, 1070, 20- 537, 1092, 20",6008003
11184100,A-1-84,"124, 1066, 20- 138, 1092, 20",6008004
11178700,A-17-87,"685, 885, 30- 703, 903, 30- 723, 941, 30",6011002
10000700,7,"600, 909, 50",6019002
10001400,14,,
10001800,18,,
10002100,21,"202, 1083, 80",6017003
10002600,26,"234, 1046, 90",6013002
10004300,43,"439, 837, 60",6017003
10005100,51,"500, 1093, 60",6012004
10005400,54,"522, 845, 50",6017001
10054100,54,"135, 852, 50",6017002
10007300,73,"305, 911, 40",6016003
10007400,74,,
10010700,107,"719, 1015, 25- 748, 1013, 25",6019001
10107100,107,"443, 1013, 25- 472, 1011, 25",6019002
10011700,117,"354, 1066, 60; 440, 1066, 60",6012002
10012900,129,"653, 893, 50",6012005
10129100,129,"314, 923, 50",6012006
10013000,130,"435, 702, 40",6017004
10130100,130,"65, 676, 40",6017003
10013300,133,"654, 918, 50",6013006
10013900,139,"1075, 1093, 60",6012004
10014100,141,"388, 389, 50",6017003
10014200,142,"612, 361, 50",6012004
10014300,143,"206, 1093, 30- 184, 1062, 15",6013001
10015500,155,"300, 265, 20",6016001
10015600,156,"81, 456, 15",6016001
10015700,157,"373, 543, 20",6016001
10157100,157,"86, 533, 20",6016002
10016500,165,"620, 594, 50",6012003
10165100,165,"698, 608, 50",6012004
10016600,166,"274, 983, 20- 305, 983, 20- 335, 983, 20",6018004
10016800,168,"249, 1110, 30",6012001
10017000,170,,
10017700,177,,
10018800,188,,
10019000,190,"524, 1036, 20",6019002
10021400,214,"385, 809, 40; 438, 809, 40; 484, 809, 40; 533, 609, 40",6019001
10214100,214,"262, 811, 45",6019002
10022000,220,"736, 842, 60",6017001
10220100,220,"311, 850, 60",6017002
10022200,222,"482, 361, 50",6012004
10022500,225,"678, 713, 30",6012005
10225100,225,"337, 729, 30",6012006
10022600,226,"323, 1093, 60",6012004
10023400,234,"385, 809, 40; 438, 809, 40; 484, 809, 40; 533, 609, 40",6019001
10234100,234,"149, 809, 45",6019002
10035600,356,"187, 676, 20",6016003
10047500,475,"364, 1088, 15- 381, 1089, 15",
10047900,479,,
10049500,495,"330, 726, 30; 330, 804, 50",6018004
10049600,496,"53, 1084, 40",6018001
10050000,500,"214, 677, 30",6019001
10053800,538,"566, 999, 35",6017001
10538100,538,"161, 1029, 35",6017002
10059800,598,"489, 1104, 30",6014002
10060000,600,"618, 936, 55",6017003
10062000,620,,
10062700,627,,
10064000,640,"345, 1139, 20",6013003
10640100,640,"32, 1126, 20",6013004
10064100,641,"634, 1150, 35",6013003
10641100,641,"321, 1137, 35",6013004
10064200,642,"430, 1103, 20",6013003
10642100,642,"124, 1098, 20",6013004
10064400,644,"430, 1103, 20",6013003
10644100,644,"124, 1098, 20",6013004
10064500,645,"718, 994, 10- 630, 1000, 10",6013003
10645100,645,"348, 990, 10- 435, 984, 10",6013004
10064600,646,"718, 994, 10- 630, 1000, 10",6013003
10646100,646,"348, 990, 10- 435, 984, 10",6013004
10064700,647,"718, 994, 10- 630, 1000, 10",6013003
10647100,647,"348, 990, 10- 435, 984, 10",6013004
10064800,648,"502, 1103, 20",6013003
10648100,648,"189, 1090, 20",6013004
10064900,649,"651, 1017, 10- 676, 1006, 10- 703, 1011, 10",6013003
10649100,649,"420, 1001, 20- 394, 996, 10- 368, 1007, 10",6013004
10065700,657,"546, 989, 25",6018003
10066900,669,"614, 1013, 20",6019002
10067000,670,,
10067100,671,"258, 261, 20",6016001
10068400,684,"665, 1013, 20",6019002
10070500,705,"317, 608, 50",6012004
10071000,710,"157, 237, 50- 255, 233, 50",6018001
10071500,715,"686, 323, 80",6014002
10072600,726,"680, 685, 80",6014002
10072700,727,"503, 861, 40- 564, 861, 40- 624, 861, 40- 684, 861, 40",6018004
10072800,728,"532, 885, 50",6018002
10728100,728,"203, 885, 50",6018003
10073200,732,"600, 500, 20",6016001
10732100,732,"323, 491, 20",6016002
10074800,748,"518, 923, 50",6013006
10074900,749,"130, 704, 50",6017001
10749100,749,"98, 728, 30",6017002
10075000,750,"455, 1073, 60",6018002
10750100,750,"61, 1073, 60",6018003
10076600,766,"606, 717, 50",6012003
10766100,766,"186, 739, 50",6012004
10077300,773,,
10080400,804,"731, 1080, 40",6012005
10804100,804,"338, 1111, 40",6012006
10080500,805,"705, 1070, 50",6013004
10081500,815,"439, 1083, 20",6013002
10083800,838,"542, 411, 10- 585, 376, 50",6018004
10087500,875,,
10090400,904,"684, 1037, 100",6019004
10090500,905,"197, 398, 110",6019001
10090600,906,"735, 427, 90",6019003
10906100,906,"556, 433, 90- 676, 480, 50",6019004
10091000,910,"386, 1099, 40",6019001
10910100,910,"136, 1099, 40",6019002
10091100,911,"514, 965, 50",6019001
10911100,911,"264, 965, 50",6019002
10091200,912,"451, 1028, 40",6018001
10912100,912,"54, 979, 40",6018002
10091300,913,"748, 835, 25- 751, 864, 25",6018002
10913100,913,"432, 835, 25- 435, 864, 25",6018003
10091400,914,"547, 1062, 40",6018003
10091600,916,"593, 770, 40",6018001
10916100,916,"284, 766, 50",6018002
10091900,919,"184, 854, 50- 266, 854, 50",6018001
10092000,920,,
10092200,922,"124, 697, 40",6018001
10092300,923,"503, 861, 40- 564, 861, 40- 624, 861, 40- 684, 861, 40",6018004
10092400,924,"477, 946, 60",6012002
10092500,925,"538, 779, 50",6013004
10092600,926,"664, 779, 50",6013004
10092800,928,"537, 942, 40",6016001
10928100,928,"233, 952, 45",6016002
10092900,929,"498, 1062, 25",6013007
10929100,929,"143, 1049, 25",6013008
10093000,930,"447, 891, 60",6019003
10930100,930,"264, 891, 60",6019004
10093200,932,"94, 982, 30; 135, 982, 30",6012005
10093800,938,"508, 531, 60",6013006
10094000,940,"602, 712, 50",6017004
10940100,940,"250, 683, 70",6017003
10094200,942,"336, 569, 40",6017004
10942100,942,"747, 564, 40",6017002
10094400,944,"694, 1050, 50",6013002
10944100,944,"85, 1105, 50",6013003
10094800,948,,
10095100,951,,
10095900,959,"96, 543, 40- 189, 505, 100- 285, 560, 40",6017003
10097000,970,"651, 170, 60",6012005
10970100,970,"161, 348, 60",6012006
10098500,985,,
10102700,1027,,
10105500,1055,"637, 1015, 35",6017001
11055100,1055,"91, 1038, 35",6017002
10105600,1056,"157, 237, 50- 255, 233, 50",6018001
10105700,1057,,
10105800,1058,"278, 937, 20; 298, 937, 20; 323, 9317, 20; 348, 937, 20",6018004
10105900,1059,"522, 1076, 40- 590, 1092, 40",6017004
10106000,1060,"527, 1129, 40- 572, 1129, 40",6019001
11060100,1060,"245, 1127, 40- 302, 1127, 40",6019002
10106100,1061,"253, 556, 50",6018001
10106400,1064,"184, 1125, 25- 230, 1127, 25",6019001
10106500,1065,"580, 729, 60",6013006
10106800,1068,,
10108800,1088,"92, 736, 60- 187, 716, 80- 276, 728, 60",6017003
10109700,1097,"378, 1108, 60",6017004
10109900,1099,"489, 739, 50",6012004
10110300,1103,,
10110400,1104,,
10110700,1107,"503, 861, 40- 564, 861, 40- 624, 861, 40- 684, 861, 40",6018004
10113100,1131,"187, 255, 20- 187, 293, 20- 187, 333, 20",6016001
10116000,1160,"682, 472, 12",6016001
10117400,1174,"96, 543, 40- 189, 505, 100- 285, 560, 40",6017003
10118000,1180,,
10120900,1209,"393, 952, 55",6012001
10121400,1214,"189, 812, 40",6017004
11214100,1214,"612, 812, 40- 681, 812, 40- 750, 812, 40",6017002
10121500,1215,"400, 1012, 60",6013001
10121600,1216,"320, 374, 60",6017004
11216100,1216,"741, 378, 60",6017002
10122000,1220,"511, 946, 55",6012001
11220100,1220,"73, 946, 55",6012002
10122200,1222,"657, 1005, 55",6012005
11222100,1222,"273, 1036, 55",6012006
10122300,1223,,
10122400,1224,"425, 1099, 40",6012001
10122700,1227,"625, 695, 60",6013002
11227100,1227,"97, 804, 50",6013003
10123000,1230,"494, 777, 20",6017002
10123100,1231,"611, 948, 35",6013004
10124000,1240,,
10124100,1241,"559, 907, 75",6012004
10124200,1242,"110, 378, 25- 156, 378, 25- 201, 378, 25- 247, 378, 25- 292, 378, 25",6017003
10124300,1243,"686, 668, 60",6017001
11243100,1243,"328, 671, 60",6017002
10124700,1247,"672, 756, 25- 706, 756, 25",6017001
11247100,1247,"286, 762, 25- 322, 762, 25",6017002
10125200,1252,,
10125300,1253,"550, 622, 15",6019002
10125600,1256,"568, 1036, 20",6019002
10126100,1261,"781, 377, 15- 781, 404, 15- 781, 4307, 15- 781, 457, 15- 781, 483, 15",6016001
11261100,1261,"513, 362, 15- 513, 388, 15- 513, 407, 15- 513, 423, 15- 513, 446, 15- 513, 472, 15",6016002
10126600,1266,,
10128200,1282,"686, 497, 80",6014002
10128500,1285,"447, 456, 20",6016001
11285100,1285,"160, 442, 20",6016002
10128700,1287,,
10128800,1288,,
10128900,1289,,
10129000,1290,"550, 568, 12- 589, 568, 12- 609, 568, 12- 630, 568, 12",6016001
11290100,1290,"272, 558, 12- 272, 581, 12- 272, 604, 12- 272, 627, 12",6016002
10129700,1297,"212, 1052, 10",6013001
10129800,1298,"212, 1052, 10",6013001
10129900,1299,"212, 1052, 10",6013001
10130000,1300,"212, 1052, 10",6013001
10130100,1301,"575, 1057, 15- 594, 1057, 15- 623, 1057, 20",6013002
10130300,1303,"575, 1057, 15- 594, 1057, 15- 623, 1057, 20",6013002
10130500,1305,"575, 1057, 15- 594, 1057, 15- 623, 1057, 20",6013002
10130600,1306,"304, 599, 20",6016003
11306100,1306,"73, 609, 20",6016004
10130700,1307,"283, 538, 20",6016003
11307100,1307,"47, 543, 20",6016004
10130800,1308,"232, 514, 20",6016003
10131000,1310,,
10131100,1311,,
10131800,1318,"414, 534, 20- 434, 557, 20- 434, 588, 20",6016003
11318100,1318,"185, 541, 20- 203, 567, 20- 203, 598, 20",6016004
10145000,1450,,
10148500,1485,"465, 850, 50",6017004
11485100,1485,"104, 834, 55",6017003
10149500,1495,,
10149700,1497,"521, 658, 50",6019001
11497100,1497,"271, 658, 50",6019002
10149800,1498,"189, 922, 65",6013007
10150500,1505,,
10150600,1506,"706, 951, 40- 727, 951, 40- 751, 951, 40- 777, 951, 40",6018003
11506100,1506,"155, 951, 20- 188, 951, 20- 222, 951, 20",6018004
10150700,1507,"747, 898, 50",6018001
11507100,1507,"407, 895, 50",6018002
11507200,1507,"78, 895, 50",6018003
10151000,1510,,
10151300,1513,"96, 543, 40- 189, 505, 100- 285, 560, 40",6017003
10151500,1515,,
10152100,1521,"391, 705, 50",6017001
11521100,1521,"35, 720, 35",6017002
10152200,1522,"591, 908, 40",6012003
11522100,1522,"173, 931, 40",6012004
10152700,1527,"206, 1093, 30- 184, 1062, 15",6013001
10153200,1532,"456, 725, 90",6018001
11532100,1532,"135, 726, 90",6018002
10154000,1540,,
10162200,1622,"108, 968, 80",6018001
10162600,1626,"513, 1079, 65",6012006
10164100,1641,,
10167100,1671,"206, 138, 100",6017003
10167300,1673,"675, 547, 70",6018004
10167400,1674,"684, 863, 40",6018004
10168000,1680,,
10168500,1685,"313, 979, 50",6017002
10168600,1686,"252, 919, 20; 274, 919, 20; 295, 919, 20; 314, 919, 20",6012005
10169300,1693,,
10169600,1696,"457, 1121, 25",6019001
11696100,1696,"200, 1108, 20",6019002
10169700,1697,"718, 990, 15- 739, 990, 15- 759, 990, 15",6018003
11697100,1697,"132, 985, 15- 152, 988, 15- 172, 985, 15",6018004
10170100,1701,"497, 1081, 15- 527, 1072, 15- 556, 1073, 15",6019001
11701100,1701,"241, 1080, 15- 263, 1072, 15- 286, 1069, 15- 307, 1072, 15",6019002
10170400,1704,"530, 544, 75",6018004
10170500,1705,"131, 797, 50",6019001
10171700,1717,"491, 906, 50",6012005
11717100,1717,"140, 923, 50",6012006
10171900,1719,"508, 77, 30- 569, 777, 30- 698, 777, 40",6018004
10172500,1725,"508, 77, 30- 569, 777, 30- 698, 777, 40",6018004
10172800,1728,"611, 901, 90",6017004
11728100,1728,"228, 901, 90",6017003
10174400,1744,"644, 348, 60",6012005
11744100,1744,"304, 348, 60",6012006
10175600,1756,"191, 368, 65",6013007
10175800,1758,"92, 1085, 65",6013007
10181900,1819,"408, 1113, 30",6014002
10182300,1823,"521, 835, 30; 561, 835, 30",6018001
11823100,1823,"192, 835, 30; 232, 835, 30",6018002
10182400,1824,"640, 531, 60",6013006
10182500,1825,,
10183000,1830,,
10184400,1844,"536, 959, 35",6013004
10185600,1856,"692, 712, 90",6018003
11856100,1856,"202, 703, 90",6018004
10185800,1858,"219, 1004, 90",6019001
10185900,1859,"213, 849, 140",6012001
10186000,1860,"602, 292, 70",6013004
10186200,1862,"276, 924, 105",6017004
11862100,1862,"715, 936, 100",6017002
10186700,1867,"505, 170, 60",6012005
11867100,1867,"155, 170, 60",6012006
10189300,1893,"167, 1063, 30",6019003
10189600,1896,"508, 697, 45- 571, 713, 30- 622, 713, 30- 666, 720, 30",6018004
10189700,1897,"537, 710, 30",6018003
11897100,18971,"46, 712, 40",6018004
10190100,1901,"332, 1087, 40",6014002
10190200,1902,,
10190400,1904,"92, 1008, 40- 147, 1008, 40",6013005
10190500,1905,"248, 1085, 65",6013007
10190600,1906,"718, 1013, 40",6018002
11906100,1906,"360, 1013, 40",6018003
10190700,1907,"410, 1065, 30",6018003
10190900,1909,"128, 1091, 30",6018001
10191000,1910,"124, 697, 40",6018001
10191100,1911,"607, 111, 55",6018004
10191400,1914,"249, 1053, 70; 246, 953, 50",6018001
10191600,1916,"427, 928, 60",6016001
11916100,1916,"117, 938, 65",6016002
10191700,1917,"722, 803, 40",6018002
11917100,1917,"398, 798, 40",6018001
11917200,1917,"83, 978, 40",6018002
10191800,1918,"253, 797, 50",6019001
10191800,1918,,
10191900,1919,"472, 799, 30",6018002
11919100,1919,"158, 799, 30",6018003
10192000,1920,"539, 768, 30- 539, 805, 30",6018002
11920100,1920,"223, 768, 30- 223, 718, 30",6018003
10192100,1921,"511, 873, 40",6018003
10192200,1922,"89, 1068, 50",6012001
10192300,1923,,
10192500,1925,"735, 427, 90",6019003
11925100,1925,"556, 433, 90- 676, 480, 50",6019004
10193300,1933,"157, 237, 50- 255, 233, 50",6018001
10193500,1935,"279, 709, 40",6018001
10194000,1940,"228, 300, 40- 286, 300, 40",6017003
10194100,1941,"82, 936, 40- 136, 942, 40- 188, 962, 40- 263, 948, 40",6017003
10194300,1943,"515, 136, 45",6017003
10194400,1944,"688, 950, 40",6013004
10194600,1946,"542, 411, 10- 585, 376, 50",6018004
10194700,1947,"376, 762, 25- 413, 762, 25",6017002
10194800,1948,"519, 1079, 50",6012001
11948100,1948,"34, 1079, 50",6012002
10194900,1949,"656, 633, 50",6013004
10195000,1950,"468, 1098, 40",6013006
10195200,1952,"639, 1082, 40",6013007
11952100,1952,"284, 1069, 40",6013008
10195600,1956,"493, 716, 50",6012005
11956100,1956,"152, 732, 50",6012006
10196100,1961,"751, 418, 40",6018002
11961100,1961,"425, 417, 40",6018003
10196300,1963,"692, 380, 45",6018004
10196400,1964,"611, 901, 90",6017004
11964100,1964,"228, 901, 90",6017003
10196500,1965,"735, 427, 90",6019003
11965100,1965,"556, 433, 90- 676, 480, 50",6019004
10196600,1966,"402, 606, 70",6019001
11966100,1966,"152, 606, 70",6019002
10196700,1967,"687, 681, 30",6018002
11967100,1967,"365, 857, 40",6018003
10197000,1970,"542, 633, 50",6013004
10198100,1981,"108, 552, 65",6013007
10198600,1986,"459, 1003, 25; 469, 1038, 30",6018003
10199400,1994,"616, 1043, 50",6018001
11994100,1994,"216, 1036, 40",6018002
10199600,1996,"157, 237, 50- 255, 233, 50",6018001
10199800,1998,"542, 411, 10- 585, 376, 50",6018004
10199900,1999,"241, 1052, 50",6012003
10200000,2000,"648, 931, 60",6012002
10200100,2001,"621, 860, 65",6013002
12001100,2001,"83, 956, 50",6013003
10200200,2002,"481, 454, 65",6013002
10200300,2003,"710, 1066, 75",6012002
10200400,2004,"573, 315, 20- 614, 316, 20- 656, 315, 20",6018004
10200700,2007,"203, 387, 50",6017004
10200800,2008,,
10201200,2012,"381, 844, 30",6017001
10201700,2017,"130, 704, 50",6017001
12017100,2017,"148, 705, 30",6017002
10202500,2025,"496, 1060, 35; 534, 1052, 20",6013002
10202600,2026,,
10202700,2027,,
10202800,2028,,
10202900,2029,,
10203000,2030,"439, 1083, 20",6013002
10203100,2031,,
10203200,2032,,
10203700,2037,"496, 1060, 35; 534, 1052, 20",6013002
10203800,2038,"247, 111, 10- 1271, 1111, 10- 289, 1111, 10- 306, 1111, 10",6013001
10204000,2040,"268, 1091, 10- 288, 1091, 10- 311, 1091, 10",6013001
10204200,2042,"268, 1091, 10- 288, 1091, 10- 311, 1091, 10",6013001
10204300,2043,"268, 1091, 10- 288, 1091, 10- 311, 1091, 10",6013001
10206800,2068,"476, 377, 20- 476, 404, 20",6016001
12068100,2068,"189, 363, 20- 189, 390, 20",6016002
10206900,2069,"652, 449, 15- 652, 478, 15- 652, 504, 15",6016001
12069100,2069,"380, 438, 15- 380, 454, 15- 380, 481, 15- 380, 497, 15",6016002
10207600,2076,"651, 1017, 10- 676, 1006, 10- 703, 1011, 10",6013003
12076100,2076,"420, 1001, 20- 394, 996, 10- 368, 1007, 10",6013004
10208100,2081,"544, 1093, 20; 570, 1093, 20; 596, 1093, 20; 616, 1093, 15",6013002
10208300,2083,"345, 1092, 25",6013003
12083100,2083,"36, 1079, 25",6013004
10208800,2088,,
10210200,2102,"496, 1060, 35; 534, 1052, 20",6013002
10211100,2111,,
10214700,2147,"261, 1067, 15- 283, 1067, 15- 308, 1067, 15",6013001
10214800,2148,"608, 450, 20",6016002
10214900,2149,"586, 405, 15",6016002
10215500,2155,"290, 421, 20",6016001
10215600,2156,"575, 1057, 15- 594, 1057, 15- 623, 1057, 20",6013002
10215700,2157,"190, 422, 30",6016003
10216000,2160,,
10218400,2184,"401, 1098, 10- 420, 1092, 15",6013001
10229700,2297,,
10237100,2371,"367, 569, 40- 367, 630, 40- 367, 686, 40",6016003
12371100,2371,"136, 579, 40- 136, 640, 40- 136, 696, 40",6016004
10242200,2422,,
10242300,2423,"440, 977, 40",6017001
10242700,2427,"110, 378, 25- 156, 378, 25- 201, 378, 25- 247, 378, 25- 292, 378, 25",6017003
10269000,2690,"718, 717, 50",6012003
12690100,2690,"301, 739, 50",6012004
10269100,2691,"324, 1063, 50",6012001
10270100,2701,,
10270500,2705,"114, 639, 50- 114, 715, 50",6016003
10273300,2733,,
10292600,2926,"124, 947, 100",6014002
10304600,3046,"686, 177, 55",6018004
10305000,3050,"112, 739, 65",6013007
10306200,3062,"82, 936, 40- 136, 942, 40- 188, 962, 40- 263, 948, 40",6017003
10306400,3064,"493, 695, 60",6013002
10306500,3065,"500, 1030, 60",6012005
13065100,3065,"104, 1061, 60",6012006
10307600,3076,"458, 734, 20- 496, 734, 20",6017002
10361800,3618,,
10361900,3619,,
10376100,3761,,
10413200,4132,"247, 111, 10- 1271, 1111, 10- 289, 1111, 10- 306, 1111, 10",6013001
10413300,4133,"247, 111, 10- 1271, 1111, 10- 289, 1111, 10- 306, 1111, 10",6013001
10413400,4134,"247, 111, 10- 1271, 1111, 10- 289, 1111, 10- 306, 1111, 10",6013001
10413500,4135,,
10413800,4138,"414, 534, 20- 434, 557, 20- 434, 588, 20",6016003
14138100,4138,"185, 541, 20- 203, 567, 20- 203, 598, 20",6016004
10414100,4141,"97, 525, 20",6016003
10427200,4272,"485, 693, 70",6017003
10429600,4296,"705, 1118, 20",6012003
14296100,4296,"212, 1145, 20",6012004
10475100,4751,"133, 850, 45- 196, 863, 50- 277, 861, 40",6017003
10475900,4759,,
10510400,5104,"261, 1067, 15- 283, 1067, 15- 308, 1067, 15",6013001
10539200,5392,"639, 410, 15",6016002
10555000,5550,,
10566000,5660,"560, 880, 20; 579, 887, 20; 568, 908, 20",6012005
15660100,5660,"227, 919, 35",6012006
10566500,5665,"212, 1052, 10",6013001
